train_id,timestamp,temperature,vibration,oil_pressure,fuel_level,days_since_maintenance
BNSF-003,2025-01-01 00:00:00,,-0.9076469708012489,41.79343587883034,34.95297641419624,18
BNSF-004,2025-01-01 01:00:00,39.14543448795843,3.953791386231007,36.385306174371834,50.523355066877386,52
BNSF-001,2025-01-01 02:00:00,68.81668882463295,3.266858891149007,58.17259567123648,44.618560505571224,75
BNSF-003,2025-01-01 03:00:00,88.7021059802611,5.698024537256159,26.814002250295772,79.71319279995396,48
BNSF-003,2025-01-01 04:00:00,83.0644485442482,11.571447427363683,47.80489021169458,92.65678092322389,79
BNSF-004,2025-01-01 05:00:00,81.42279371715864,6.390332035236511,39.10827133776467,19.08308950730673,7
BNSF-001,2025-01-01 06:00:00,70.8001004718828,10.471920318766976,46.280376183302494,84.09722890997719,56
BNSF-001,2025-01-01 07:00:00,55.8145389567032,6.1375393906788975,40.871629738166455,93.8594086931742,88
BNSF-003,2025-01-01 08:00:00,82.72941482436701,3.7402275248545696,25.02203950203794,71.79518313718083,23
BNSF-002,2025-01-01 09:00:00,62.485772849480625,5.695832156241766,40.763683740470626,99.67777085536196,46
BNSF-003,2025-01-01 10:00:00,107.76145100070684,8.561277198955416,42.68444683711678,40.15386996984029,81
BNSF-003,2025-01-01 11:00:00,83.55760812531774,8.659125192642477,22.46411761180469,84.72789474264688,20
BNSF-003,2025-01-01 12:00:00,66.29027546169074,3.8493252639138418,55.55238635041519,70.63322542092001,7
BNSF-003,2025-01-01 13:00:00,65.82922128917058,5.506367391398598,42.489660753382175,39.10859084777118,18
BNSF-004,2025-01-01 14:00:00,73.60583690079618,2.1414662406577096,45.375901921091966,73.42088351593107,29
BNSF-001,2025-01-01 15:00:00,71.40747116967376,,30.675764883389505,55.86596551518021,25
BNSF-004,2025-01-01 16:00:00,162.7354766276245,8.10670939811179,45.52494017716494,27.00765017174103,19
BNSF-004,2025-01-01 17:00:00,77.7962425461607,5.0795989082320325,48.71603567650445,25.649171416851644,77
BNSF-004,2025-01-01 18:00:00,64.02552391637208,3.6652318912797437,42.02854582510277,74.20589620892633,72
BNSF-003,2025-01-01 19:00:00,103.35661027733674,5.720261902555126,39.925027531833884,74.07374160850601,86
BNSF-002,2025-01-01 20:00:00,75.73962497280334,5.834918062726332,32.85129500081267,57.76963848652901,44
BNSF-001,2025-01-01 21:00:00,86.53259513953346,,38.270344657733396,55.12741005499724,63
BNSF-002,2025-01-01 22:00:00,65.8766023883286,5.357430248671906,35.903763885925756,26.203460111997565,29
BNSF-004,2025-01-01 23:00:00,80.44673441616786,4.652370299061258,44.57596509914147,48.63575107038744,52
BNSF-004,2025-01-02 00:00:00,79.66664986714792,6.991909856452812,33.20099259906078,88.42577689279909,49
BNSF-002,2025-01-02 01:00:00,46.655260618557705,6.472454890330254,44.51720577202846,86.92545754856359,61
BNSF-002,2025-01-02 02:00:00,105.2291266569096,3.0337937057117017,33.288115498162746,69.48270116272889,41
BNSF-002,2025-01-02 03:00:00,94.35966691383821,2.9788187936828106,37.901179566719854,99.76210101727598,27
BNSF-004,2025-01-02 04:00:00,,4.491251165946876,44.928355176102535,90.38605120206584,57
BNSF-004,2025-01-02 05:00:00,153.60738540324246,6.473674248210358,34.36962624011165,23.07073812112918,30
BNSF-001,2025-01-02 06:00:00,80.21342420705328,5.296114827781629,45.20429191182082,45.92227627843326,89
BNSF-001,2025-01-02 07:00:00,76.30046549121595,3.7136991797546894,44.42395326137095,21.874373628334695,58
BNSF-004,2025-01-02 08:00:00,80.33503422844844,5.52303719345166,37.83239461298445,51.94806547862828,74
BNSF-002,2025-01-02 09:00:00,77.87366094291134,4.338378960955456,49.29426561084632,79.87445422703487,11
BNSF-002,2025-01-02 10:00:00,82.5936148395889,6.760972920448262,40.622274735816916,24.02098389358835,44
BNSF-001,2025-01-02 11:00:00,96.7095854908771,5.666116870134095,48.8182122126828,89.2379829177913,65
BNSF-004,2025-01-02 12:00:00,83.52154807692969,4.3694436250957125,54.34771939901743,61.215179638645566,67
BNSF-001,2025-01-02 13:00:00,59.25516751635088,5.4630375440929235,38.06959182638951,77.40500093175206,31
BNSF-001,2025-01-02 14:00:00,95.43844279068678,7.630096119048403,45.159639872219174,14.06402308968403,40
BNSF-003,2025-01-02 15:00:00,99.60921845232431,3.860739846907245,34.89945659741699,18.44543380157846,54
BNSF-003,2025-01-02 16:00:00,122.28085101768127,5.805313963294322,31.737484723934415,65.87750677578943,68
BNSF-003,2025-01-02 17:00:00,,4.859079319068009,38.43632274090857,85.43727216359088,4
BNSF-002,2025-01-02 18:00:00,78.64323019725413,5.8539673677241995,29.099197762004295,88.64785760726957,62
BNSF-004,2025-01-02 19:00:00,43.768519452165194,3.690870116808539,32.49913776282152,71.95323927403734,3
BNSF-004,2025-01-02 20:00:00,83.29723734568813,5.220670866318752,44.73146079456854,28.084484813260914,40
BNSF-004,2025-01-02 21:00:00,66.77699552749841,7.215646564833602,35.89080787640929,27.551954319462705,11
BNSF-004,2025-01-02 22:00:00,,3.1259860375077855,45.68411269697489,89.32264726214385,36
BNSF-003,2025-01-02 23:00:00,63.38077544972127,2.3411897933498365,42.395295504139895,20.191184696554785,54
BNSF-002,2025-01-03 00:00:00,49.662254430491075,2.4170888710260714,54.80923249615292,71.74637776976287,44
BNSF-002,2025-01-03 01:00:00,67.9310438894622,2.658674939599622,44.194698284608364,58.01561551330709,27
BNSF-003,2025-01-03 02:00:00,45.36768343174294,6.190646575785328,48.91374456223451,47.927808652337696,58
BNSF-002,2025-01-03 03:00:00,86.26649181760965,2.188280628269069,43.21507730502037,49.630110954747,6
BNSF-003,2025-01-03 04:00:00,44.02375430615519,4.404209310512939,42.49114800862458,95.06866264616716,59
BNSF-004,2025-01-03 05:00:00,75.42686371774738,6.236578606621416,49.317864336906524,87.52988799072965,52
BNSF-003,2025-01-03 06:00:00,43.832822702157046,5.833318121097188,45.350379726922114,87.84854774935714,39
BNSF-004,2025-01-03 07:00:00,70.19553293195037,4.22888204007503,41.68050890365942,46.595647732926,51
BNSF-004,2025-01-03 08:00:00,99.65067233706802,,41.64523732743774,19.628308786357657,10
BNSF-001,2025-01-03 09:00:00,80.40971837153693,5.214290659475137,44.30583449464333,99.80554898058766,49
BNSF-003,2025-01-03 10:00:00,62.04759592552599,4.551518088903627,34.62901184432092,23.080877852993336,49
BNSF-001,2025-01-03 11:00:00,74.53194766591373,4.57833056269084,34.289604270890415,56.402409729579205,47
BNSF-003,2025-01-03 12:00:00,75.2702530806667,9.470854869513921,51.40324745898346,33.815726973855284,83
BNSF-003,2025-01-03 13:00:00,82.08945518765108,6.618621807862602,54.915309310879984,55.96685754849175,53
BNSF-001,2025-01-03 14:00:00,54.4971245507876,9.961301835024287,32.568940332718675,37.44398746923832,5
BNSF-001,2025-01-03 15:00:00,83.88850910770996,4.006073734158997,34.64804454048237,90.71979765588635,49
BNSF-003,2025-01-03 16:00:00,34.43412552595837,4.830066806223705,49.14018255603316,97.15074361379736,81
BNSF-002,2025-01-03 17:00:00,65.55173171454284,2.3357484694467052,44.268159945139175,46.90578543740948,84
BNSF-004,2025-01-03 18:00:00,67.67589236322684,,45.41142484256738,16.317067651980445,2
BNSF-001,2025-01-03 19:00:00,84.49990239106857,8.803826297325003,47.17281035882446,69.70024894109338,40
BNSF-004,2025-01-03 20:00:00,75.33946279015304,3.955931420316487,38.0741427060474,43.896300764362145,27
BNSF-002,2025-01-03 21:00:00,53.9165541921557,8.838562600288919,42.639759399921495,98.73717903607844,31
BNSF-002,2025-01-03 22:00:00,60.225103112744776,2.513275478640219,42.01753720558474,18.04373000964284,38
BNSF-002,2025-01-03 23:00:00,77.9802001432111,2.8930619318534463,33.13206719803632,20.72137966256465,87
BNSF-001,2025-01-04 00:00:00,73.81398987203166,4.317537557953158,42.520727545725634,72.94808027678923,70
BNSF-002,2025-01-04 01:00:00,66.3131383554638,4.872500156641644,49.90168556919734,78.27846421183837,62
BNSF-001,2025-01-04 02:00:00,67.78749315732031,6.846174584900259,37.32693408925311,52.39867638615071,18
BNSF-002,2025-01-04 03:00:00,85.44251995738934,5.901540834372532,41.220553989927474,34.95381421961224,0
BNSF-004,2025-01-04 04:00:00,67.23461140696178,4.167369485311944,41.65367132808685,37.882904421740704,32
BNSF-004,2025-01-04 05:00:00,73.6786313395639,4.733368386963788,37.72268359651783,40.417566977914376,32
BNSF-003,2025-01-04 06:00:00,107.54904882120815,4.3618741604306,45.41520990155486,30.27537915772357,10
BNSF-004,2025-01-04 07:00:00,53.64476044674116,3.1706925293485404,34.5594749499601,86.55782933326145,59
BNSF-003,2025-01-04 08:00:00,47.22235902638012,3.224074126796757,50.66116414956747,15.856948679931776,86
BNSF-004,2025-01-04 09:00:00,86.7538449719791,7.05576778286682,45.00964449305796,46.65500416704831,27
BNSF-001,2025-01-04 10:00:00,64.82035408058846,1.3436701441457202,32.505851194616845,77.28428303568931,61
BNSF-004,2025-01-04 11:00:00,70.2264370838607,8.23471739489011,53.58407747909003,10.344292700205399,46
BNSF-003,2025-01-04 12:00:00,63.28265432803329,4.314011548795536,41.34481169009276,89.02292651028355,16
BNSF-003,2025-01-04 13:00:00,71.10299788848731,3.4549827872156795,34.21641986211959,-1.0,73
BNSF-002,2025-01-04 14:00:00,98.97807168144512,6.479518581394538,48.83643619992953,16.60365611506612,71
BNSF-001,2025-01-04 15:00:00,,7.970433168294234,43.9573721555842,90.54969300949944,8
BNSF-004,2025-01-04 16:00:00,87.93335267830466,7.235264883207915,25.824322366127696,53.85744933677361,82
BNSF-002,2025-01-04 17:00:00,53.75659416311032,6.003704098719782,35.79471746204917,68.70154005012805,7
BNSF-004,2025-01-04 18:00:00,57.73269395170696,7.173726979443671,42.232778697772346,89.38300370669577,58
BNSF-004,2025-01-04 19:00:00,167.87836496759354,1.567004845712268,22.72346657885873,89.30461102205187,68
BNSF-002,2025-01-04 20:00:00,177.47477859458522,3.9563389170237038,40.68056068309915,46.78697066567514,77
BNSF-002,2025-01-04 21:00:00,89.35054779578488,3.177659879950311,41.26383498164208,31.392053652244073,44
BNSF-002,2025-01-04 22:00:00,82.75419773622556,7.44927746243035,30.532064940993422,33.16793899115591,32
BNSF-002,2025-01-04 23:00:00,71.67730105571815,4.233043962152227,42.16515909007971,78.93474277453551,37
BNSF-002,2025-01-05 00:00:00,74.6654957442292,6.690813113564111,40.05971071300027,93.64873249037264,62
BNSF-004,2025-01-05 01:00:00,,6.071713884977276,30.469647152919883,16.500760598228496,11
BNSF-002,2025-01-05 02:00:00,78.07138323602676,,47.3564843749026,11.351775526661237,66
BNSF-001,2025-01-05 03:00:00,86.48817419220921,3.826083580047431,46.70283035814244,84.06415553254666,28
BNSF-003,2025-01-05 04:00:00,50.761698188842914,7.587635381629452,37.68210330518111,44.794234292865255,21
BNSF-002,2025-01-05 05:00:00,79.49471531756022,3.449034702631173,38.41134941286541,34.88043204623449,33
BNSF-002,2025-01-05 06:00:00,88.98652306432001,5.249735220390958,45.810111500762766,26.95364628542577,69
BNSF-004,2025-01-05 07:00:00,68.77349566554946,3.43491742734711,38.39469485510555,41.18325488454201,38
BNSF-002,2025-01-05 08:00:00,85.51050918180876,4.372095626168279,24.552734395838762,97.43212803502071,15
BNSF-002,2025-01-05 09:00:00,117.2198166670883,4.907676112060056,43.89549245919942,97.93717970893272,30
BNSF-002,2025-01-05 10:00:00,73.43485810519662,3.4342669794050176,33.493925434091935,39.8362173901034,48
BNSF-004,2025-01-05 11:00:00,80.89960575007986,3.079106092032237,36.88125556465925,96.73211064602037,43
BNSF-002,2025-01-05 12:00:00,63.92914374507913,5.572546673554885,51.66296454361181,36.987710476565525,78
BNSF-003,2025-01-05 13:00:00,77.71876743903076,3.3105251824176474,38.92817220792961,86.90329857403653,45
